#Gen	m	ibd	hibd	ko	ke	s2	thke	Nke	Nbke	lethal	hoDel	he	hoDom	Nobs
569	1	0.0075	0.039	63	35.3998	132.051	34.3998	71663.2	11891.8	1	0	0	2000	10000
570	0	0.0075	0.0465	69	32.6058	119.16	31.6058	65842.7	9859.37	1	0	0	2000	10000
570	1	0.0075	0.052	65	36.1667	119.16	35.1667	73260.8	10970.2	1	0	0	2000	10000
571	0	0.0095	0.0495	69	31.9693	149.743	30.9693	64516.7	12140.2	2	0	3	1997	10000
571	1	0.009	0.049	63	36.7276	149.743	35.7276	74429.3	14005.5	2	0	0	2000	10000
572	0	0.0055	0.0445	71	32.0537	141.576	31.0537	64692.5	11509.4	0	0	5	1995	10000
572	1	0.0055	0.038	66	35.4613	141.576	34.4613	71791.3	12772.4	0	0	0	2000	10000
573	0	0.0095	0.0565	70	31.7112	122.328	30.7112	63978.9	9834.92	2	0	5	1995	10000
573	1	0.008	0.0485	64	35.744	122.328	34.744	72380.2	11126.4	2	0	0	2000	10000
574	0	0.0065	0.0485	69	31.5282	142.505	30.5282	63597.7	11388.9	0	0	5	1995	10000
574	1	0.009	0.05	64	36.739	142.505	35.739	74453.2	13332.9	0	0	0	2000	10000
575	0	0.007	0.052	68	31.2593	161.139	30.2593	63037.5	12764.6	3	0	11	1989	10000
575	1	0.006	0.047	67	36.626	161.139	35.626	74217.7	15028.6	3	0	0	2000	10000
576	0	0.0085	0.044	68	32.7184	146.678	31.7184	66077.1	12179.4	2	0	6	1994	10000
576	1	0.0095	0.0485	66	36.1971	146.678	35.1971	73324.2	13515.2	2	0	0	2000	10000
577	0	0.0075	0.058	69	32.6915	124.97	31.6915	66021.1	10368.1	2	0	4	1996	10000
577	1	0.0055	0.0495	64	35.6075	124.97	34.6075	72095.8	11322	2	0	0	2000	10000
578	0	0.0115	0.0525	66	32.3103	128.642	31.3103	65227	10544.4	3	0	6	1994	10000
578	1	0.0115	0.051	65	35.6864	128.642	34.6864	72260.3	11681.3	3	0	0	2000	10000
579	0	0.0085	0.0515	65	31.0008	130.441	30.0008	62499	10244.7	3	0	11	1989	10000
579	1	0.008	0.0525	66	35.4552	130.441	34.4552	71778.6	11765.8	3	0	0	2000	10000
580	0	0.007	0.0485	69	31.2911	146.217	30.2911	63103.7	11594.8	6	0	15	1985	10000
580	1	0.006	0.052	65	35.3	146.217	34.3	71455.3	13129.3	6	0	0	2000	10000
581	0	0.0105	0.055	67	31.9048	159.942	30.9048	64382.3	12940.2	7	0	16	1984	10000
581	1	0.009	0.051	66	35.0378	159.942	34.0378	70909	14252	7	0	0	2000	10000
582	0	0.0105	0.064	67	32.0379	119.71	31.0379	64659.6	9726.88	1	0	19	1981	10000
582	1	0.01	0.042	67	35.576	119.71	34.576	72030.2	10835.6	1	0	0	2000	10000
583	0	0.007	0.0435	68	30.8725	141.277	29.8725	62231.8	11048.3	3	0	19	1981	10000
583	1	0.011	0.0405	66	35.9937	141.277	34.9937	72900.5	12942.3	3	0	0	2000	10000
584	0	0.0075	0.0535	68	30.8175	134.565	29.8175	62117.1	10504	3	0	18	1982	10000
584	1	0.0075	0.0405	68	36.0552	134.565	35.0552	73028.6	12349.1	3	0	0	2000	10000
585	0	0.0095	0.0495	66	30.1281	140.006	29.1281	60680.9	10676	5	0	13	1987	10000
585	1	0.011	0.046	67	35.2797	140.006	34.2797	71413.1	12564.1	5	0	0	2000	10000
586	0	0.008	0.054	65	31.1796	140.764	30.1796	62871.5	11121.3	4	0	18	1982	10000
586	1	0.008	0.0475	65	36.4563	140.764	35.4563	73864.1	13065.7	4	0	0	2000	10000
587	0	0.009	0.049	67	31.6864	149.001	30.6864	63927.3	11969.8	0	0	11	1989	10000
587	1	0.009	0.037	66	36.247	149.001	35.247	73428.1	13748.7	0	0	0	2000	10000
588	0	0.0075	0.045	69	32.2484	147.016	31.2484	65098.2	12026.6	2	0	14	1986	10000
588	1	0.0045	0.0425	66	36.257	147.016	35.257	73449	13569.4	2	0	0	2000	10000
589	0	0.0095	0.0425	68	31.463	146.437	30.463	63461.9	11678.2	1	0	26	1974	10000
589	1	0.0085	0.0495	65	35.1289	146.437	34.1289	71098.8	13083.5	1	0	0	2000	10000
590	0	0.0125	0.0475	67	31.5415	129.971	30.5415	63625.4	10391.8	3	0	29	1971	10000
590	1	0.0105	0.051	65	35.6182	129.971	34.6182	72118.3	11778.9	3	0	0	2000	10000
591	0	0.0055	0.0475	67	31.7716	140.916	30.7716	64104.8	11351.7	1	0	19	1981	10000
591	1	0.0075	0.048	64	34.4712	140.916	33.4712	69728.6	12347.6	1	0	0	2000	10000
592	0	0.0105	0.0615	65	31.1936	117.503	30.1936	62900.6	9287.82	2	0	8	1992	10000
592	1	0.007	0.044	64	33.6329	117.503	32.6329	67982.4	10038.2	2	0	0	2000	10000
593	0	0.0085	0.05	66	30.7116	134.449	29.7116	61896.5	10457.7	3	0	13	1987	10000
593	1	0.01	0.0425	62	33.3103	134.449	32.3103	67310.3	11372.3	3	0	0	2000	10000
594	0	0.0115	0.0515	66	30.3812	139.245	29.3812	61208.2	10710.3	1	0	8	1992	10000
594	1	0.0105	0.05	62	33.6024	139.245	32.6024	67918.8	11884.5	1	0	0	2000	10000
595	0	0.0065	0.048	66	31.8513	150.451	30.8513	64270.8	12151.2	2	0	9	1991	10000
595	1	0.0075	0.047	63	33.4186	150.451	32.4186	67535.8	12768.4	2	0	0	2000	10000
596	0	0.011	0.051	67	30.7182	149.119	29.7182	61910.3	11601.3	0	0	7	1993	10000
596	1	0.008	0.0575	63	32.5087	149.119	31.5087	65640.3	12300.2	0	0	0	2000	10000
597	0	0.013	0.0495	66	31.4792	134.561	30.4792	63495.7	10736.8	3	0	9	1991	10000
597	1	0.0125	0.0475	62	32.7295	134.561	31.7295	66100.3	11177.2	3	0	0	2000	10000
598	0	0.0085	0.0475	68	30.59	131.887	29.59	61643.3	10216.4	4	0	10	1990	10000
598	1	0.01	0.0435	61	33.5648	131.887	32.5648	67840.4	11243.4	4	0	0	2000	10000
599	0	0.0085	0.043	66	31.4271	134.131	30.4271	63387.2	10684.1	1	0	9	1991	10000
599	1	0.008	0.052	62	33.2597	134.131	32.2597	67204.9	11327.6	1	0	0	2000	10000
600	0	0.007	0.052	65	30.5852	128.321	29.5852	61633.3	9938.57	2	0	5	1995	10000
600	1	0.006	0.048	63	34.0866	128.321	33.0866	68927.6	11114.8	2	0	0	2000	10000
601	0	0.0055	0.0485	64	30.3536	144.548	29.3536	61150.8	11107.7	3	0	10	1990	10000
601	1	0.0085	0.0495	64	33.8842	144.548	32.8842	68505.9	12443.7	3	0	0	2000	10000
602	0	0.008	0.0505	64	31.0372	166.159	30.0372	62574.9	13065.8	0	0	15	1985	10000
602	1	0.0065	0.037	64	35.7077	166.159	34.7077	72304.7	15097.4	0	0	0	2000	10000
603	0	0.01	0.0505	65	31.0924	128.038	30.0924	62689.7	10086.6	2	0	17	1983	10000
603	1	0.0105	0.0545	64	34.8047	128.038	33.8047	70423.5	11331	2	0	0	2000	10000
604	0	0.0065	0.042	64	31.6029	140.331	30.6029	63753.4	11242.6	0	0	11	1989	10000
604	1	0.0105	0.058	61	34.5796	140.331	33.5796	69954.6	12336.2	0	0	0	2000	10000
605	0	0.005	0.053	62	29.8875	138.319	28.8875	60179.8	10460.3	2	0	3	1997	10000
605	1	0.009	0.0615	64	35.2654	138.319	34.2654	71383.3	12407.6	2	0	0	2000	10000
606	0	0.007	0.0485	65	29.7225	148.197	28.7225	59836.1	11143.3	3	0	3	1997	10000
606	1	0.0095	0.0465	64	35.5282	148.197	34.5282	71930.8	13395.6	3	0	0	2000	10000
607	0	0.006	0.05	65	28.6245	148.507	27.6245	57548.6	10739.7	1	1	3	1996	10000
607	1	0.0065	0.046	64	36.3822	148.507	35.3822	73709.7	13755.6	1	0	0	2000	10000
608	0	0.007	0.052	63	28.7865	158.557	27.7865	57886.1	11533.7	0	0	7	1993	10000
608	1	0.007	0.0425	64	35.6457	158.557	34.6457	72175.5	14380.8	0	0	0	2000	10000
609	0	0.0095	0.054	64	27.1858	155.512	26.1858	54551.5	10660.5	3	0	9	1991	10000
609	1	0.0095	0.0395	63	34.9753	155.512	33.9753	70778.8	13831.7	3	0	0	2000	10000
610	0	0.006	0.056	62	26.7864	159.64	25.7864	53719.4	10776.6	1	0	10	1990	10000
610	1	0.007	0.0475	63	34.7151	159.64	33.7151	70236.9	14090.2	1	0	0	2000	10000
611	0	0.007	0.0555	63	26.1175	150.197	25.1175	52325.9	9876.12	2	0	7	1993	10000
611	1	0.0095	0.0495	64	35.1395	150.197	34.1395	71120.9	13423.5	2	0	0	2000	10000
612	0	0.006	0.05	60	25.933	153.662	24.933	51941.6	10029.8	1	0	3	1997	10000
612	1	0.0085	0.051	64	35.4426	153.662	34.4426	71752.4	13855.2	1	0	0	2000	10000
613	0	0.0065	0.0515	61	25.8952	143.816	24.8952	51862.9	9372.92	4	0	3	1997	10000
613	1	0.0095	0.0505	64	35.7408	143.816	34.7408	72373.5	13079.7	4	0	0	2000	10000
614	0	0.008	0.061	61	24.97	127.798	23.97	49935.3	8019.39	0	0	2	1998	10000
614	1	0.0085	0.042	63	34.9737	127.798	33.9737	70775.6	11366.3	0	0	0	2000	10000
615	0	0.013	0.059	60	24.7336	149.205	23.7336	49442.8	9270.35	0	0	6	1994	10000
615	1	0.01	0.0475	63	33.6597	149.205	32.6597	68038.1	12756.9	0	0	0	2000	10000
616	0	0.0065	0.0625	59	24.2676	148.207	23.2676	48472.2	9027.59	1	0	6	1994	10000
616	1	0.0065	0.053	62	34.4221	148.207	33.4221	69626.4	12967.4	1	0	0	2000	10000
617	0	0.011	0.0645	58	24.1974	129.184	23.1974	48325.9	7845.11	1	0	5	1995	10000
617	1	0.011	0.0495	62	34.0568	129.184	33.0568	68865.3	11179.4	1	0	0	2000	10000
618	0	0.0065	0.0595	58	23.6063	144.571	22.6063	47094.4	8555.76	3	0	13	1987	10000
618	1	0.009	0.054	63	34.3315	144.571	33.3315	69437.7	12614.9	3	0	0	2000	10000
619	0	0.009	0.055	57	23.786	148.977	22.786	47468.7	8886.63	2	0	13	1987	10000
619	1	0.0075	0.046	63	34.9938	148.977	33.9938	70817.4	13257.7	2	0	0	2000	10000
620	0	0.009	0.054	57	23.9751	132.371	22.9751	47862.7	7961.57	3	0	15	1985	10000
620	1	0.008	0.052	63	34.427	132.371	33.427	69636.5	11583.5	3	0	0	2000	10000
621	0	0.0065	0.055	56	24.1201	130.412	23.1201	48164.9	7893.31	1	0	9	1991	10000
621	1	0.0035	0.045	64	33.3667	130.412	32.3667	67427.8	11050.1	1	0	0	2000	10000
622	0	0.0055	0.0475	58	24.5507	127.927	23.5507	49061.9	7887.09	1	0	6	1994	10000
622	1	0.0065	0.056	63	32.9075	127.927	31.9075	66471	10685.7	1	0	0	2000	10000
623	0	0.0105	0.063	59	24.952	140.771	23.952	49898	8826.85	3	0	1	1999	10000
623	1	0.009	0.0545	62	32.2377	140.771	31.2377	65075.7	11511.8	3	0	0	2000	10000
624	0	0.0065	0.0495	56	26.0602	144.835	25.0602	52206.6	9501.88	1	0	3	1997	10000
624	1	0.005	0.0385	63	32.3326	144.835	31.3326	65273.6	11880.1	1	0	0	2000	10000
625	0	0.005	0.049	58	26.9621	140.387	25.9621	54085.4	9541.52	1	0	4	1996	10000
625	1	0.008	0.051	63	33.0655	140.387	32.0655	66800.3	11784.6	1	0	0	2000	10000
626	0	0.0105	0.0585	57	27.0953	133.303	26.0953	54362.9	9106.49	3	0	1	1999	10000
626	1	0.0095	0.0485	64	32.5925	133.303	31.5925	65815	11024.9	3	0	0	2000	10000
627	0	0.0095	0.058	56	27.1819	143.403	26.1819	54543.2	9828.95	1	0	6	1994	10000
627	1	0.0115	0.044	64	32.0928	143.403	31.0928	64773.9	11672.6	1	0	0	2000	10000
628	0	0.013	0.0595	56	27.3893	125.996	26.3893	54975.3	8704.29	0	0	7	1993	10000
628	1	0.0105	0.0465	64	32.9879	125.996	31.9879	66638.7	10551	0	0	0	2000	10000
629	0	0.0095	0.061	58	27.3741	142.424	26.3741	54943.7	9833.59	0	0	6	1994	10000
629	1	0.0105	0.0465	63	32.6048	142.424	31.6048	65840.4	11783.8	0	0	0	2000	10000
630	0	0.0085	0.047	56	27.3466	147.036	26.3466	54886.4	10141.4	1	0	7	1993	10000
630	1	0.008	0.047	64	32.7807	147.036	31.7807	66207	12233.2	1	0	0	2000	10000
631	0	0.012	0.054	55	28.1171	155.968	27.1171	56491.6	11072.1	2	0	4	1996	10000
631	1	0.0135	0.054	65	33.5816	155.968	32.5816	67875.4	13303.3	2	0	0	2000	10000
632	0	0.01	0.0555	55	29.0823	149.641	28.0823	58502.4	11001	1	0	3	1997	10000
632	1	0.0065	0.041	65	34.4344	149.641	33.4344	69652	13097.6	1	0	0	2000	10000
633	0	0.0075	0.0525	59	28.8846	147.562	27.8846	58090.5	10771.8	1	0	4	1996	10000
633	1	0.0105	0.045	66	33.261	147.562	32.261	67207.5	12462.4	1	0	0	2000	10000
634	0	0.011	0.0565	58	28.6226	119.529	27.6226	57544.7	8643.52	1	0	6	1994	10000
634	1	0.006	0.0455	66	33.4626	119.529	32.4626	67627.5	10158	1	0	0	2000	10000
635	0	0.0095	0.055	58	29.6523	134.76	28.6523	59689.7	10108.1	0	0	7	1993	10000
635	1	0.014	0.0485	64	32.6859	134.76	31.6859	66009.4	11178.3	0	0	0	2000	10000
636	0	0.0085	0.0575	59	29.7477	153.601	28.7477	59888.6	11559.7	3	0	9	1991	10000
636	1	0.0095	0.045	64	32.9409	153.601	31.9409	66540.8	12843.8	3	0	0	2000	10000
637	0	0.0125	0.0555	59	29.3259	140.901	28.3259	59009.9	10448.4	2	0	10	1990	10000
637	1	0.012	0.049	64	33.411	140.901	32.411	67520.1	11955.2	2	0	0	2000	10000
638	0	0.008	0.051	58	28.9331	145.855	27.9331	58191.5	10665.7	3	1	8	1991	10000
638	1	0.008	0.0505	63	33.4839	145.855	32.4839	67671.9	12403.3	3	0	0	2000	10000
639	0	0.0115	0.0445	59	29.3612	149.544	28.3612	59083.4	11103.1	1	0	4	1996	10000
639	1	0.0095	0.054	63	33.8299	149.544	32.8299	68392.8	12852.6	1	0	0	2000	10000
640	0	0.0065	0.046	58	29.2215	147.526	28.2215	58792.3	10899.3	0	0	5	1995	10000
640	1	0.0065	0.0535	63	33.3269	147.526	32.3269	67344.9	12484.9	0	0	0	2000	10000
641	0	0.01	0.0585	57	28.4337	145.716	27.4337	57151.2	10465.1	1	0	7	1993	10000
641	1	0.01	0.0515	64	32.3836	145.716	31.3836	65379.6	11971.8	1	0	0	2000	10000
642	0	0.007	0.04	57	29.0482	132.307	28.0482	58431.3	9714.92	0	0	7	1993	10000
642	1	0.0075	0.0565	63	33.345	132.307	32.345	67382.6	11203.2	0	0	0	2000	10000
643	0	0.0075	0.065	59	28.8408	146.004	27.8408	57999.2	10641.3	0	0	11	1989	10000
643	1	0.01	0.0545	64	33.6288	146.004	32.6288	67973.9	12471.4	0	0	0	2000	10000
644	0	0.01	0.0515	59	28.9419	115.563	27.9419	58209.8	8453.27	1	0	15	1985	10000
644	1	0.0105	0.0555	63	34.2714	115.563	33.2714	69312.4	10065.6	1	0	0	2000	10000
645	0	0.0115	0.0555	57	29.1523	133.985	28.1523	58648.1	9874.58	0	0	17	1983	10000
645	1	0.008	0.0455	64	34.6347	133.985	33.6347	70069.4	11797.6	0	0	0	2000	10000
646	0	0.01	0.06	57	28.5303	139.306	27.5303	57352.3	10039.9	0	0	21	1979	10000
646	1	0.0095	0.051	65	33.4399	139.306	32.4399	67580.3	11830.4	0	0	0	2000	10000
647	0	0.0075	0.055	56	28.5697	143.637	27.5697	57434.4	10366.9	0	0	13	1987	10000
647	1	0.008	0.049	64	33.8821	143.637	32.8821	68501.4	12364.5	0	0	0	2000	10000
648	0	0.0105	0.053	55	29.2385	148.354	28.2385	58827.7	10967.1	3	0	16	1984	10000
648	1	0.0105	0.0515	65	33.6293	148.354	32.6293	67974.8	12672.3	3	0	0	2000	10000
649	0	0.0105	0.062	56	28.507	143.024	27.507	57303.8	10299.2	2	0	17	1983	10000
649	1	0.009	0.0545	65	33.9317	143.024	32.9317	68604.7	12330.3	2	0	0	2000	10000
650	0	0.0085	0.059	56	27.5053	124.562	26.5053	55217	8643.11	2	0	17	1983	10000
650	1	0.0105	0.0495	65	34.8282	124.562	33.8282	70472.4	11031	2	0	0	2000	10000
651	0	0.0125	0.0485	56	27.8663	141.038	26.8663	55969.1	9919.58	4	0	20	1980	10000
651	1	0.013	0.0455	66	34.6992	141.038	33.6992	70203.6	12442.4	4	0	0	2000	10000
652	0	0.008	0.055	54	27.8005	140.888	26.8005	55831.9	9884.77	2	0	15	1985	10000
652	1	0.008	0.048	64	33.7183	140.888	32.7183	68160.2	12067.4	2	0	0	2000	10000
653	0	0.007	0.052	53	26.2592	138.021	25.2592	52621.1	9126.71	5	0	28	1972	10000
653	1	0.0085	0.0455	63	31.9123	138.021	30.9123	64397.9	11169.3	5	0	0	2000	10000
654	0	0.0075	0.0505	54	26.2999	152.142	25.2999	52705.8	10076.6	3	0	13	1987	10000
654	1	0.0065	0.0475	66	31.54	152.142	30.54	63622.3	12163.7	3	0	0	2000	10000
655	0	0.005	0.06	56	26.575	147.338	25.575	53279	9864.59	0	0	15	1985	10000
655	1	0.0045	0.061	64	30.8316	147.338	29.8316	62146.5	11506.4	0	0	0	2000	10000
656	0	0.009	0.0535	55	27.3088	152.438	26.3088	54807.6	10498.9	1	0	13	1987	10000
656	1	0.0105	0.054	65	30.9235	152.438	29.9235	62338	11941.4	1	0	0	2000	10000
657	0	0.0085	0.0575	56	27.8033	137.124	26.8033	55837.8	9621.71	1	0	12	1988	10000
657	1	0.0105	0.061	63	30.8353	137.124	29.8353	62154.2	10710.1	1	0	0	2000	10000
658	0	0.009	0.05	56	27.0342	125.18	26.0342	54235.7	8531.6	0	0	10	1990	10000
658	1	0.0085	0.0515	62	30.3074	125.18	29.3074	61054.5	9604.23	0	0	0	2000	10000
659	0	0.0055	0.0525	58	27.1111	147.048	26.1111	54395.8	10051.6	1	0	13	1987	10000
659	1	0.0075	0.0495	64	30.6071	147.048	29.6071	61678.9	11397.4	1	0	0	2000	10000
660	0	0.0075	0.061	57	25.6088	132.004	24.6088	51266.1	8504.08	1	0	13	1987	10000
660	1	0.0095	0.0535	62	30.943	132.004	29.943	62378.6	10347.4	1	0	0	2000	10000
661	0	0.0095	0.047	57	25.8249	133.737	24.8249	51716.3	8691.39	0	0	13	1987	10000
661	1	0.0065	0.0595	61	31.092	133.737	30.092	62689	10535.5	0	0	0	2000	10000
662	0	0.008	0.057	58	25.3036	129.778	24.3036	50630.3	8256.98	0	0	19	1981	10000
662	1	0.007	0.0555	60	30.7386	129.778	29.7386	61952.8	10103.5	0	0	0	2000	10000
663	0	0.0095	0.059	59	24.8902	128.771	23.8902	49769.2	8053.59	0	0	19	1981	10000
663	1	0.0105	0.0495	57	30.6744	128.771	29.6744	61819	10003.5	0	0	0	2000	10000
664	0	0.0075	0.0575	57	24.0434	132.191	23.0434	48005	7974.4	3	0	11	1989	10000
664	1	0.009	0.059	58	30.1434	132.191	29.1434	60712.9	10085.4	3	0	0	2000	10000
665	0	0.012	0.059	59	24.5039	130.759	23.5039	48964.3	8045.67	2	0	19	1981	10000
665	1	0.007	0.0415	58	30.2614	130.759	29.2614	60958.7	10016.5	2	0	0	2000	10000
666	0	0.006	0.0605	57	23.8274	139.293	22.8274	47555.1	8324.06	2	0	15	1985	10000
666	1	0.008	0.043	59	29.9293	139.293	28.9293	60266.7	10549.1	2	0	0	2000	10000
667	0	0.011	0.059	58	24.116	122.574	23.116	48156.3	7417.58	1	0	13	1987	10000
667	1	0.0105	0.05	60	29.1734	122.574	28.1734	58692.2	9040.44	1	0	0	2000	10000
668	0	0.0085	0.055	58	24.1844	114.904	23.1844	48298.7	6974	2	0	13	1987	10000
668	1	0.0085	0.055	61	28.4599	114.904	27.4599	57205.7	8260.11	2	0	0	2000	10000
669	0	0.008	0.0685	58	24.1476	122.611	23.1476	48222.1	7429.96	1	0	19	1981	10000
669	1	0.009	0.049	60	27.9815	122.611	26.9815	56209.1	8660.59	1	0	0	2000	10000
670	0	0.0095	0.0595	58	24.2548	139.697	23.2548	48445.5	8504.51	2	0	15	1985	10000
670	1	0.008	0.055	58	27.7009	139.697	26.7009	55624.6	9764.77	2	0	0	2000	10000
671	0	0.005	0.0605	58	24.0962	134.882	23.0962	48115	8155.39	2	0	18	1982	10000
671	1	0.006	0.049	58	27.8679	134.882	26.8679	55972.3	9487.2	2	0	0	2000	10000
672	0	0.013	0.06	60	24.0404	129.584	23.0404	47998.8	7816.15	1	0	25	1975	10000
672	1	0.009	0.0565	58	27.9873	129.584	26.9873	56221.1	9155.08	1	0	0	2000	10000
673	0	0.007	0.0605	58	23.5814	159.005	22.5814	47042.5	9399.61	3	0	23	1977	10000
673	1	0.008	0.052	60	27.4081	159.005	26.4081	55014.4	10992.5	3	0	0	2000	10000
674	0	0.0075	0.0525	59	23.6292	142.216	22.6292	47142.2	8424.99	2	0	21	1979	10000
674	1	0.0055	0.0525	59	26.1947	142.216	25.1947	52486.8	9380.14	2	0	0	2000	10000
675	0	0.0075	0.062	57	24.6172	130.589	23.6172	49200.4	8073.92	1	0	32	1968	10000
675	1	0.0075	0.0485	58	25.6241	130.589	24.6241	51298	8418.15	1	0	0	2000	10000
676	0	0.0095	0.058	58	24.3138	137.927	23.3138	48568.4	8418.07	0	0	39	1961	10000
676	1	0.0095	0.0525	58	27.0364	137.927	26.0364	54240.3	9401.14	0	0	0	2000	10000
677	0	0.0085	0.061	59	24.9909	138.462	23.9909	49978.8	8696.13	0	1	34	1965	10000
677	1	0.007	0.048	59	27.1934	138.462	26.1934	54567.3	9494.5	0	0	0	2000	10000
678	0	0.0085	0.054	60	24.324	137.4	23.324	48589.6	8389.61	2	0	42	1958	10000
678	1	0.0075	0.063	59	27.0897	137.4	26.0897	54351.3	9384.43	2	0	0	2000	10000
679	0	0.0075	0.062	59	24.1688	124.635	23.1688	48266.3	7559.53	0	1	26	1973	10000
679	1	0.0075	0.056	58	25.947	124.635	24.947	51970.7	8139.71	0	0	0	2000	10000
680	0	0.0055	0.055	57	24.214	128.066	23.214	48360.3	7782.75	0	0	37	1963	10000
680	1	0.0065	0.0525	59	26.0747	128.066	25.0747	52236.7	8406.58	0	0	0	2000	10000
681	0	0.009	0.0535	59	24.0609	130.175	23.0609	48041.4	7858.76	1	1	32	1967	10000
681	1	0.0075	0.0545	60	25.7406	130.175	24.7406	51540.7	8431.18	1	0	0	2000	10000
682	0	0.0065	0.06	59	23.1142	125.98	22.1142	46069.4	7293.29	0	0	27	1973	10000
682	1	0.0035	0.0655	59	24.6853	125.98	23.6853	49342.4	7811.44	0	0	0	2000	10000
683	0	0.012	0.0655	58	23.764	128.276	22.764	47422.9	7644.38	0	1	41	1958	10000
683	1	0.009	0.066	61	25.0942	128.276	24.0942	50194.1	8091.08	0	0	0	2000	10000
684	0	0.0065	0.061	57	24.7708	133.334	23.7708	49520.4	8297.26	1	2	38	1960	10000
684	1	0.009	0.061	60	25.339	133.334	24.339	50704.1	8495.59	1	0	0	2000	10000
685	0	0.007	0.0615	57	25.2338	155.139	24.2338	50485	9842.25	1	1	36	1963	10000
685	1	0.009	0.057	59	24.8675	155.139	23.8675	49721.9	9693.48	1	0	0	2000	10000
686	0	0.006	0.048	56	25.2314	134.052	24.2314	50480	8503.61	0	0	45	1955	10000
686	1	0.0055	0.05	60	25.4383	134.052	24.4383	50910.9	8576.19	0	0	0	2000	10000
687	0	0.006	0.052	56	24.2567	118.855	23.2567	48449.4	7236.26	0	2	45	1953	10000
687	1	0.007	0.043	58	26.5208	118.855	25.5208	53166.1	7940.73	0	0	0	2000	10000
688	0	0.0045	0.0645	59	24.5557	128.912	23.5557	49072.3	7949.49	1	1	46	1953	10000
688	1	0.006	0.054	60	24.977	128.912	23.977	49949.9	8091.66	1	0	0	2000	10000
689	0	0.004	0.053	58	23.7369	125.087	22.7369	47366.5	7445.49	0	0	43	1957	10000
689	1	0.0055	0.054	60	25.4639	125.087	24.4639	50964.3	8011.02	0	0	0	2000	10000
690	0	0.006	0.0715	57	23.5058	139.744	22.5058	46885.2	8233.36	0	0	42	1958	10000
690	1	0.0085	0.0625	60	25.3939	139.744	24.3939	50818.5	8924.09	0	0	0	2000	10000
691	0	0.01	0.0625	57	22.9192	141.81	21.9192	45663	8137.29	0	0	34	1966	10000
691	1	0.0105	0.057	60	26.2684	141.81	25.2684	52640.2	9380.65	0	0	0	2000	10000
692	0	0.007	0.064	58	22.6779	141.883	21.6779	45160.4	8051.88	3	0	33	1967	10000
692	1	0.009	0.0545	59	26.0988	141.883	25.0988	52286.9	9322.48	3	0	0	2000	10000
693	0	0.008	0.068	57	22.5375	132.815	21.5375	44867.9	7488.48	1	1	33	1966	10000
693	1	0.007	0.059	59	25.0058	132.815	24.0058	50009.9	8346.69	1	0	0	2000	10000
694	0	0.0155	0.0635	58	22.8332	134.079	21.8332	45483.9	7663.54	0	0	35	1965	10000
694	1	0.013	0.0585	60	25.6578	134.079	24.6578	51368.2	8654.98	0	0	0	2000	10000
695	0	0.0075	0.0575	59	22.9073	136.236	21.9073	45638.2	7813.23	2	0	33	1967	10000
695	1	0.007	0.059	59	25.0494	136.236	24.0494	50100.8	8577.21	2	0	0	2000	10000
696	0	0.0065	0.069	61	22.6223	141.901	21.6223	45044.5	8032.22	2	0	26	1974	10000
696	1	0.0055	0.0575	60	24.9005	141.901	23.9005	49790.5	8878.53	2	0	0	2000	10000
697	0	0.011	0.075	60	22.9814	147.698	21.9814	45792.6	8499.25	0	0	30	1970	10000
697	1	0.008	0.0575	60	24.3995	147.698	23.3995	48747	9047.6	0	0	0	2000	10000
698	0	0.0105	0.062	59	22.3827	110.789	21.3827	44545.4	6201.66	0	0	24	1976	10000
698	1	0.0105	0.0575	60	24.6355	110.789	23.6355	49238.5	6855.03	0	0	0	2000	10000
699	0	0.005	0.0665	57	22.091	128.728	21.091	43937.6	7107.52	0	0	29	1971	10000
699	1	0.0065	0.0625	61	25.7468	128.728	24.7468	51553.7	8339.52	0	0	0	2000	10000
700	0	0.0075	0.062	57	22.0718	106.791	21.0718	43897.6	5890.93	1	0	36	1964	10000
700	1	0.009	0.058	61	26.0353	106.791	25.0353	52154.7	6999	1	0	0	2000	10000
701	0	0.003	0.0625	57	22.7459	129.296	21.7459	45302.1	7360.62	1	0	31	1969	10000
701	1	0.0055	0.07	60	25.5562	129.296	24.5562	51156.5	8311.83	1	0	0	2000	10000
702	0	0.012	0.07	57	23.8268	114.641	22.8268	47553.9	6850.68	2	1	29	1970	10000
702	1	0.0105	0.067	58	26.0655	114.641	25.0655	52217.6	7522.54	2	0	0	2000	10000
703	0	0.01	0.0625	58	22.6914	138.805	21.6914	45188.6	7882.13	2	0	36	1964	10000
703	1	0.01	0.054	59	25.6422	138.805	24.6422	51335.7	8954.36	2	0	0	2000	10000
704	0	0.0065	0.0595	56	22.4935	150.146	21.4935	44776.3	8448.34	0	0	37	1963	10000
704	1	0.0075	0.059	58	25.5155	150.146	24.5155	51071.8	9636.17	0	0	0	2000	10000
705	0	0.007	0.072	56	23.0986	138.22	22.0986	46036.8	7996.26	1	0	30	1970	10000
705	1	0.0075	0.073	59	26.2841	138.22	25.2841	52672.9	9148.89	1	0	0	2000	10000
706	0	0.0085	0.0555	58	23.3678	128.309	22.3678	46597.5	7513.29	3	0	28	1972	10000
706	1	0.008	0.061	59	25.8968	128.309	24.8968	51866.2	8362.8	3	0	0	2000	10000
